human_time,timestamp,x,y,vx,yaw
2026-02-18 21:21:10.342,1771417270.342655,-37.138727217093546,-9.811050633894114,2.648184044749555,-2.542364885940606
2026-02-18 21:21:10.352,1771417270.352429,-37.16043027759052,-9.825851744398285,2.648184044749555,-2.5430615007341824
2026-02-18 21:21:10.362,1771417270.362224,-37.18221166603793,-9.840684788927774,2.648184044749555,-2.5437350466425537
2026-02-18 21:21:10.372,1771417270.372297,-37.20399496944289,-9.855498185806475,2.648184044749555,-2.544392434673699
2026-02-18 21:21:10.382,1771417270.382535,-37.22596627353219,-9.870416861030302,2.648184044749555,-2.5450951445611594
2026-02-18 21:21:10.392,1771417270.392385,-37.24814358822015,-9.885453606519064,2.648184044749555,-2.5457686300364433
2026-02-18 21:21:10.403,1771417270.403166,-37.269936350137236,-9.900203579149068,2.648184044749555,-2.54658756707801
2026-02-18 21:21:10.413,1771417270.413543,-37.29199941746233,-9.915114003453334,2.648184044749555,-2.547287269803401
2026-02-18 21:21:10.423,1771417270.423448,-37.31419243680113,-9.930089215562468,2.648184044749555,-2.5480001306001077
2026-02-18 21:21:10.433,1771417270.433555,-37.33588563241025,-9.944706842953458,2.648184044749555,-2.5486439870181106
2026-02-18 21:21:10.443,1771417270.443588,-37.35800812697423,-9.959591249182596,2.648184044749555,-2.5493437131002166
2026-02-18 21:21:10.453,1771417270.453374,-37.37988641148337,-9.974290058572214,2.648184044749555,-2.5500138229542606
2026-02-18 21:21:10.463,1771417270.463212,-37.40186182383424,-9.9890265596921,2.648184044749555,-2.550878518735769
2026-02-18 21:21:10.473,1771417270.473805,-37.4239472594922,-10.003815502919396,2.648184044749555,-2.5515452882943697
2026-02-18 21:21:10.483,1771417270.48324,-37.44571900332554,-10.018372752733438,2.648184044749555,-2.5522317734165316
2026-02-18 21:21:10.493,1771417270.493237,-37.46774485407941,-10.03307246552281,2.648184044749555,-2.553093209258754
2026-02-18 21:21:10.502,1771417270.502665,-37.48967781198674,-10.047688429584488,2.648184044749555,-2.553779710963293
2026-02-18 21:21:10.512,1771417270.512502,-37.512361105320174,-10.062781499449105,2.648184044749555,-2.554479510448147
2026-02-18 21:21:10.522,1771417270.522419,-37.53438551174149,-10.077409328013442,2.648184044749555,-2.5553243302532387
2026-02-18 21:21:10.532,1771417270.532127,-37.55611332017116,-10.091812685774329,2.648184044749555,-2.5562024838141024
2026-02-18 21:21:10.542,1771417270.542377,-37.57815426989264,-10.106401853013981,2.648184044749555,-2.5568890288317894
2026-02-18 21:21:10.552,1771417270.552442,-37.6004663535528,-10.121147614322515,2.648184044749555,-2.5576021858030744
2026-02-18 21:21:10.562,1771417270.562099,-37.62228172951915,-10.135537593640283,2.648184044749555,-2.558480524884386
2026-02-18 21:21:10.573,1771417270.573001,-37.64448811188655,-10.150163308548365,2.6544587401270867,-2.5591768990527775
2026-02-18 21:21:10.583,1771417270.583564,-37.66707223292804,-10.165009384692848,2.6544587401270867,-2.5600553176738576
2026-02-18 21:21:10.593,1771417270.593289,-37.68905023559486,-10.17942949583623,2.6544587401270867,-2.5609302247659453
2026-02-18 21:21:10.603,1771417270.603436,-37.71115113832862,-10.193908009949023,2.6544587401270867,-2.56163381156757
2026-02-18 21:21:10.613,1771417270.613775,-37.73343386509549,-10.208477370039745,2.6544587401270867,-2.5625220028066735
2026-02-18 21:21:10.624,1771417270.624146,-37.756243196835094,-10.22336771391264,2.6544587401270867,-2.563238916347714
2026-02-18 21:21:10.633,1771417270.633457,-37.77783768283907,-10.23743764656732,2.6544587401270867,-2.56412710112473
2026-02-18 21:21:10.643,1771417270.643513,-37.800080195805755,-10.251907632879556,2.6544587401270867,-2.564827111914389
2026-02-18 21:21:10.653,1771417270.653482,-37.82243140017356,-10.266425235397726,2.6544587401270867,-2.5655534226627923
2026-02-18 21:21:10.663,1771417270.663765,-37.84462879520411,-10.2808147987022,2.6544587401270867,-2.566445410665522
2026-02-18 21:21:10.673,1771417270.673537,-37.8669095764466,-10.295236275262878,2.6544587401270867,-2.5671454592398018
2026-02-18 21:21:10.683,1771417270.683503,-37.88910718204189,-10.309575422499268,2.6544587401270867,-2.56805060820908
2026-02-18 21:21:10.693,1771417270.693701,-37.91170354049496,-10.324149870995724,2.6544587401270867,-2.5687467410906257
2026-02-18 21:21:10.703,1771417270.70374,-37.93378915324912,-10.33836607240464,2.6544587401270867,-2.5696688573967603
2026-02-18 21:21:10.712,1771417270.712767,-37.95628298731184,-10.352823858568398,2.6544587401270867,-2.5703349435972607
2026-02-18 21:21:10.722,1771417270.722204,-37.978183579272326,-10.366871419598874,2.6544587401270867,-2.5712700379363396
2026-02-18 21:21:10.732,1771417270.732145,-38.000447285292914,-10.381130027678562,2.6544587401270867,-2.571966099248576
2026-02-18 21:21:10.742,1771417270.742277,-38.022930070029645,-10.395500674066984,2.6544587401270867,-2.5728582453790434
2026-02-18 21:21:10.752,1771417270.752426,-38.0453871670822,-10.409832764446659,2.6544587401270867,-2.5735583805682047
2026-02-18 21:21:10.762,1771417270.762254,-38.06764909824451,-10.424013026009074,2.6544587401270867,-2.574429433314564
2026-02-18 21:21:10.772,1771417270.772283,-38.090076701798054,-10.438277159762281,2.6544587401270867,-2.5751166547519997
2026-02-18 21:21:10.782,1771417270.782462,-38.11264353836554,-10.452601845298442,2.6544587401270867,-2.5760006119780723
2026-02-18 21:21:10.792,1771417270.792255,-38.13497913233009,-10.46675822058861,2.6544587401270867,-2.5766878389394865
2026-02-18 21:21:10.802,1771417270.802266,-38.1573629418723,-10.480917710776044,2.6544587401270867,-2.5775630276581696
2026-02-18 21:21:10.812,1771417270.812373,-38.1798604064411,-10.495127182694503,2.6544587401270867,-2.578259013795363
2026-02-18 21:21:10.822,1771417270.822431,-38.20252355219703,-10.509413567771114,2.6396337362052282,-2.579134201521242
2026-02-18 21:21:10.832,1771417270.832094,-38.22448818326095,-10.523233696019341,2.6396337362052282,-2.579979387609357
2026-02-18 21:21:10.842,1771417270.842168,-38.24672100283853,-10.537200717454013,2.6396337362052282,-2.580683778424096
2026-02-18 21:21:10.852,1771417270.852338,-38.26946480700657,-10.551461678393931,2.6396337362052282,-2.5815376273138457
2026-02-18 21:21:10.862,1771417270.862198,-38.2917533911349,-10.565410845472964,2.6396337362052282,-2.5823869555073125
2026-02-18 21:21:10.872,1771417270.872237,-38.3141293654656,-10.579392374688695,2.6396337362052282,-2.5831043716456232
